Marketplace;Brand;Series;PriceNow;PriceOriginal;Guarantee_year;OS;CoresNumber;Processor;ProcessorType;ProcessorModel;ProcessorFrequency_GHz;GpuManufacturer;GpuController;ScreenSize_inch;ScreenFrequency_GHz;SSDSize_GGb;RAM_GGb;RAM_type;HDMI;Material;Battery_hour;Weight_kg
DNS;ASUS;Lenovo V15 ;nan;43999;1;не установлена;4;nan;nan;Ryzen 3 ;nan;nan;AMD Radeon Graphics;nan;60;нет;8;DDR4;1;пластик;nan;nan
DNS;HP;ZenBook 14 ;80999;89999;1;Windows 10 Домашняя;4;nan;nan;Core i5;nan;nan;Intel Iris Xe Graphics;14;60;512;16;LPDDR4x;1;алюминий;nan;0.98
DNS;Lenovo;Laptop 14;nan;38999;1;не установлена;2;nan;nan;Ryzen 3 ;nan;nan;AMD Radeon Graphics;14;60;256;8;DDR4;1;пластик;nan;nan
DNS;ASUS;Lenovo V15 ;nan;57999;1;не установлена;8;nan;nan;Ryzen 7;nan;nan;AMD Radeon Vega 8;nan;60;512;8;DDR4;1;пластик;nan;nan
DNS;ASUS;VivoBook Pro 14 ;65999;74999;1;Windows 11 Домашняя;4;nan;nan;Core i5;nan;nan;Intel Iris Xe Graphics;14;90;512;8;DDR4;1;пластик;nan;nan
DNS;Lenovo;Laptop 15 ;nan;32999;1;не установлена;2;nan;nan;Pentium ;2;nan;Intel UHD Graphics;nan;60;256;8;DDR4;1;пластик;nan;nan
DNS;Lenovo;IdeaPad 3;nan;37999;1;не установлена;2;nan;nan;Core i3;nan;nan;Intel UHD Graphics;nan;60;256;8;DDR4;1;пластик;nan;nan
DNS;Lenovo;IdeaPad 3;nan;37999;1;не установлена;2;nan;nan;Core i3;nan;nan;Intel UHD Graphics;nan;60;нет;4;DDR4;1;пластик;nan;nan
DNS;Irbis;IdeaPad 3;nan;42999;1;Windows 10 Домашняя;2;nan;nan;Core i3;3;nan;Intel UHD Graphics;nan;60;нет;8;DDR4;1;пластик;nan;nan
DNS;Apple;Irbis ;nan;22999;1;Windows 10 Домашняя;4;nan;nan;Pentium ;nan;nan;Intel HD Graphics;nan;60;нет;4;LPDDR3;1;пластик;nan;nan
DNS;ASUS;MacBook Air;135199;146999;1;macOS;8;nan;nan;M2;nan;nan;Apple M2 10-core;nan;60;512;8;LPDDR5;1;алюминий;nan;nan
DNS;HP;Laptop 15 ;nan;32999;1;не установлена;2;nan;nan;Celeron ;nan;nan;Intel UHD Graphics;nan;60;256;8;DDR4;1;пластик;nan;nan
DNS;Lenovo;Laptop 15s;nan;39999;1;не установлена;2;nan;nan;Ryzen 3 ;nan;nan;AMD Radeon Graphics;nan;60;256;8;DDR4;1;пластик;nan;nan
DNS;HP;IdeaPad 3;nan;42999;1;Windows 11 Домашняя S-режим;2;nan;nan;Core i3;3;nan;Intel UHD Graphics;nan;60;256;8;DDR4;1;пластик;nan;nan
DNS;Lenovo;HP 255 G8;nan;37999;1;Windows 10 Pro;2;nan;nan;Athlon;nan;nan;AMD Radeon Graphics;nan;60;256;8;DDR4;1;пластик;nan;nan
DNS;GIGABYTE;IdeaPad 3;25199;27999;1;не установлена;2;nan;nan;Celeron ;nan;nan;Intel UHD Graphics 600;nan;60;256;4;DDR4;1;пластик;nan;nan
DNS;ASUS;GIGABYTE G5 ;nan;99999;2;Windows 11 Домашняя;6;nan;nan;Core i5;nan;nan;Intel UHD Graphics;nan;144;512;16;DDR4;1;пластик;nan;nan
DNS;Apple;VivoBook Pro 14 ;67999;79999;1;Windows 11 Домашняя;4;nan;nan;Core i5;nan;nan;Intel Iris Xe Graphics;14;90;512;16;DDR4;1;пластик;nan;nan
DNS;MSI;MacBook Air;102999;111999;1;macOS;8;nan;nan;M2;nan;nan;Apple M2 8-core;nan;60;256;8;DDR4;1;алюминий;nan;nan
DNS;Apple;Modern 15 ;38199;44999;1;Windows 11 Домашняя;6;nan;nan;Core i3;nan;nan;Intel UHD Graphics;nan;60;256;8;DDR4;1;пластик;nan;nan
DNS;HP;MacBook Pro;202399;219999;1;macOS;10;nan;nan;M1 Pro;nan;nan;Apple M1 Pro 16-core;nan;120;1024;16;LPDDR5;1;алюминий;nan;nan
DNS;MSI;HP 255 G8;nan;29999;1;Windows 10 Pro;2;nan;nan;Athlon;nan;nan;AMD Radeon Graphics;nan;60;128;4;DDR4;1;пластик;nan;nan
DNS;Lenovo;Modern 15 ;41599;48999;1;не установлена;10;nan;nan;Core i5;nan;nan;Intel Iris Xe Graphics;nan;60;256;8;DDR4;1;пластик;nan;nan
DNS;Realme;IdeaPad 3;nan;52999;1;не установлена;8;nan;nan;Ryzen 7;nan;nan;AMD Radeon Graphics;nan;60;нет;8;DDR4;1;пластик;nan;nan
DNS;Acer;Realme Book QHD;54999;59999;1;Windows 11 Домашняя;4;nan;nan;Core i5;nan;nan;Intel Iris Xe Graphics;14;60;512;8;LPDDR4x;1;алюминий;nan;nan
DNS;Acer;Extensa 15;26999;29999;1;не установлена;2;nan;nan;Celeron ;nan;nan;Intel UHD Graphics 600;nan;60;256;4;DDR4;1;пластик;nan;nan
DNS;HP;Extensa 15;nan;32999;1;не установлена;2;nan;nan;Athlon;nan;nan;AMD Radeon Graphics;nan;60;256;8;DDR4;1;пластик;nan;nan
DNS;MSI;Laptop 15s;nan;32999;1;не установлена;2;nan;nan;Athlon;nan;nan;AMD Radeon Graphics;nan;60;256;8;DDR4;1;пластик;nan;nan
DNS;Acer;Modern 14 ;35699;41999;1;Windows 11 Домашняя;6;nan;nan;Core i3;nan;nan;Intel UHD Graphics;14;60;256;8;DDR4;1;пластик;nan;nan
DNS;Apple;Aspire 1 ;29699;32999;1;Windows 11 Домашняя;2;nan;nan;Athlon;nan;nan;AMD Radeon Graphics;nan;60;нет;4;DDR4;1;пластик;nan;nan
DNS;ASUS;MacBook Air;102999;111999;1;macOS;8;nan;nan;M2;nan;nan;Apple M2 8-core;nan;60;256;8;LPDDR5;1;алюминий;nan;nan
DNS;HUAWEI;VivoBook PRO 15 ;nan;69999;1;не установлена;4;nan;nan;Core i5;nan;nan;Intel Iris Xe Graphics;nan;60;512;16;DDR4;1;пластик;nan;nan
DNS;MSI;MateBook 14S ;94999;103999;1;Windows 11 Домашняя;14;nan;nan;Core i7;nan;nan;Intel Iris Xe Graphics;nan;90;1000;16;LPDDR4x;1;алюминий;nan;nan
DNS;Lenovo;Prestige 14 ;74699;82999;1;Windows 11 Домашняя;12;nan;nan;Core i5;nan;nan;Intel Iris Xe Graphics;14;60;512;8;LPDDR4x;1;алюминий;nan;nan
DNS;HP;IdeaPad 3;nan;79999;1;не установлена;4;nan;nan;Core i7;nan;nan;Intel Iris Xe Graphics;nan;120;512;8;DDR4;1;пластик;nan;nan
DNS;Lenovo;HP 255 G8;nan;57999;1;не установлена;8;nan;nan;Ryzen 7;nan;nan;AMD Radeon Graphics;nan;60;256;8;DDR4;1;пластик;nan;nan
DNS;HP;IdeaPad 3;nan;27999;1;не установлена;2;nan;nan;Celeron ;nan;nan;Intel UHD Graphics 600;nan;60;256;4;DDR4;1;пластик;nan;nan
DNS;Lenovo;HP 15s;nan;32999;1;Windows 10 Домашняя;2;nan;nan;Pentium ;2;nan;Intel UHD Graphics;nan;60;256;4;DDR4;1;пластик;nan;nan
DNS;Acer;IdeaPad 3;25199;27999;1;не установлена;2;nan;nan;Celeron ;nan;nan;Intel UHD Graphics;nan;60;нет;4;DDR4;1;пластик;nan;nan
DNS;GIGABYTE;Extensa 15;36999;39999;1;не установлена;2;nan;nan;Ryzen 3 ;nan;nan;AMD Radeon Graphics;nan;60;256;8;DDR4;1;пластик;nan;nan
DNS;Acer;GIGABYTE U4 ;nan;66999;2;не установлена;4;nan;nan;Core i5;nan;nan;Intel Iris Xe Graphics;14;60;512;16;DDR4;1;алюминий;nan;0.99
DNS;Acer;Extensa 15;nan;37999;1;Windows 10 Домашняя;2;nan;nan;Athlon;nan;nan;AMD Radeon Graphics;nan;60;256;8;DDR4;1;пластик;nan;nan
DNS;Realme;Extensa 15;nan;64999;1;не установлена;4;nan;nan;Ryzen 5 ;nan;nan;AMD Radeon Graphics;nan;60;1000;16;DDR4;1;пластик;nan;nan
DNS;Lenovo;Realme Book Prime 14;69999;79999;1;Windows 11 Домашняя;4;nan;nan;Core i5;nan;nan;Intel Iris Xe Graphics;14;60;512;16;LPDDR4x;1;алюминий;nan;nan
DNS;ASUS;IdeaPad 3;nan;57999;1;не установлена;4;nan;nan;Core i7;nan;nan;Intel Iris Xe Graphics;nan;60;512;8;DDR4;1;пластик;nan;nan
DNS;ASUS;VivoBook Pro 14 ;62999;69999;1;Windows 11 Домашняя;4;nan;nan;Core i5;nan;nan;Intel Iris Xe Graphics;14;90;512;8;DDR4;1;пластик;nan;nan
DNS;Acer;VivoBook 15 ;76499;84999;1;Windows 11 Домашняя;4;nan;nan;Core i7;nan;nan;Intel Iris Xe Graphics;nan;60;512;16;DDR4;1;пластик;nan;nan
DNS;Lenovo;Spin 1 ;nan;35999;1;Windows 10 Домашняя;2;nan;nan;Celeron ;nan;nan;Intel UHD Graphics;14;60;256;4;LPDDR4;1;пластик;nan;nan
DNS;MSI;IdeaPad 3;nan;65999;1;не установлена;4;nan;nan;Core i5;nan;nan;Intel Iris Xe Graphics;14;60;512;8;DDR4;1;алюминий;nan;nan
DNS;Acer;Modern 15 ;45499;53499;1;Windows 11 Домашняя;10;nan;nan;Core i5;nan;nan;Intel Iris Xe Graphics;nan;60;256;8;DDR4;1;пластик;nan;nan
DNS;Lenovo;Nitro 5;nan;79999;1;не установлена;4;nan;nan;Core i5;nan;nan;Intel UHD Graphics;nan;144;512;8;DDR4;1;пластик;nan;nan
DNS;ASUS;IdeaPad 3;nan;42999;1;Windows 11 Домашняя;2;nan;nan;Core i3;nan;nan;Intel UHD Graphics;nan;60;256;8;DDR4;1;пластик;nan;nan
DNS;HUAWEI;VivoBook Pro 14 ;62999;69999;1;Windows 11 Домашняя;4;nan;nan;Core i5;nan;nan;Intel UHD Graphics;14;90;512;8;DDR4;1;пластик;nan;nan
DNS;HP;MateBook 14S ;89999;103999;1;Windows 10 Домашняя;4;nan;nan;Core i7;nan;nan;Intel Iris Xe Graphics;nan;90;1000;16;LPDDR4x;1;алюминий;nan;nan
DNS;Acer;Laptop 15s;nan;42999;1;Windows 11 Домашняя;2;nan;nan;Ryzen 3;nan;nan;AMD Radeon Graphics;nan;60;256;8;DDR4;1;пластик;nan;nan
DNS;ASUS;Aspire 3;nan;47999;1;не установлена;4;nan;nan;Core i5;1;nan;Intel UHD Graphics;nan;60;512;12;DDR4;1;пластик;nan;nan
DNS;Lenovo;VivoBook Pro 14 ;67999;79999;1;Windows 11 Домашняя;6;nan;nan;Ryzen 5;nan;nan;AMD Radeon Graphics;14;90;512;16;DDR4;1;пластик;nan;nan
DNS;ASUS;Lenovo V15 ;nan;29999;1;не установлена;2;nan;nan;Athlon;nan;nan;AMD Radeon Graphics;nan;60;128;4;DDR4;1;пластик;nan;nan
DNS;MSI;ZenBook Flip S13 ;82799;91999;1;Windows 11 Домашняя;4;nan;nan;Core i5;nan;nan;Intel Iris Xe Graphics;nan;60;512;8;LPDDR4x;1;алюминий;nan;nan
DNS;Acer;Katana GF66 ;85499;94999;1;Windows 11 Домашняя;8;nan;nan;Core i5;nan;nan;Intel UHD Graphics;nan;nan;512;16;DDR4;1;пластик;nan;nan
DNS;Lenovo;Extensa 15;nan;49999;1;не установлена;2;nan;nan;Core i3;nan;nan;Intel UHD Graphics;nan;60;512;12;DDR4;1;пластик;nan;nan
DNS;Acer;IdeaPad 3;nan;35999;1;не установлена;2;nan;nan;Ryzen 3 ;nan;nan;AMD Radeon Graphics;14;60;256;8;DDR4;1;пластик;nan;nan
DNS;Apple;Aspire 3;nan;39999;1;не установлена;2;nan;nan;Ryzen 3 ;nan;nan;AMD Radeon Graphics;nan;60;256;8;DDR4;1;пластик;nan;nan
DNS;Lenovo;MacBook Pro;188599;204999;1;macOS;10;nan;nan;M1 Pro;nan;nan;Apple M1 Pro 16-core;nan;120;512;16;LPDDR5;1;алюминий;nan;nan
DNS;ASUS;Lenovo V15 ;nan;39999;1;не установлена;2;nan;nan;Core i3;3;nan;Intel UHD Graphics;nan;60;нет;8;DDR4;1;пластик;nan;nan
DNS;HP;ExpertBook P1 ;nan;74999;1;не установлена;4;nan;nan;Core i7;nan;nan;Intel Iris Xe Graphics;nan;60;512;16;DDR4;1;пластик;nan;nan
DNS;Lenovo;HP 255 G8;nan;74999;1;Windows 10 Pro;8;nan;nan;Ryzen 7;nan;nan;AMD Radeon Graphics;nan;60;512;16;DDR4;1;пластик;nan;nan
DNS;ASUS;IdeaPad 3;nan;31999;1;не установлена;2;nan;nan;Athlon;nan;nan;AMD Radeon Vega 3;nan;60;128;8;DDR4;1;пластик;nan;nan
DNS;ASUS;Laptop 14 ;nan;34999;1;не установлена;2;nan;nan;Pentium ;2;nan;Intel UHD Graphics;14;60;256;8;DDR4;1;пластик;nan;nan
DNS;ASUS;Laptop 15 ;33299;36999;1;не установлена;2;nan;nan;Pentium ;nan;nan;Intel UHD Graphics;nan;60;256;8;DDR4;1;пластик;nan;nan
DNS;Apple;ZenBook Flip 13 ;79199;87999;1;Windows 10 Домашняя;4;nan;nan;Core i7;nan;nan;Intel Iris Xe Graphics;nan;60;512;8;LPDDR4x;1;алюминий;nan;nan
DNS;ASUS;MacBook Pro;nan;169999;1;macOS;8;nan;nan;M1 Pro;nan;nan;Apple M1 Pro 14-core;nan;120;512;16;LPDDR5;1;алюминий;nan;nan
DNS;Lenovo;IdeaPad 3;53999;59999;1;Windows 11 Домашняя;4;nan;nan;Pentium;nan;nan;Intel UHD Graphics;nan;60;нет;4;LPDDR4x;1;пластик;nan;0.78
DNS;Lenovo;IdeaPad 3;nan;37999;1;Windows 11 Домашняя;2;nan;nan;Pentium;2;nan;Intel UHD Graphics;nan;60;256;8;DDR4;1;пластик;nan;nan
DNS;Lenovo;Lenovo V15 ;nan;33999;1;не установлена;2;nan;nan;Core i3;3;nan;Intel UHD Graphics;nan;60;нет;4;DDR4;1;пластик;nan;nan
DNS;Apple;IdeaPad 3;nan;89999;1;Windows 11 Домашняя;6;nan;nan;Ryzen 5;nan;nan;AMD Radeon Graphics;14;90;1000;16;DDR4;1;алюминий;nan;nan
DNS;ASUS;MacBook Pro;nan;234999;1;macOS;10;nan;nan;M1 Pro;nan;nan;Apple M1 Pro 16-core;nan;120;1024;16;LPDDR5;1;алюминий;nan;nan
DNS;Lenovo;GAMING;nan;77999;1;не установлена;8;nan;nan;Ryzen 7;nan;nan;AMD Radeon Graphics;nan;144;512;8;DDR4;1;пластик;nan;nan
DNS;HP;Yoga Slim 7 ;nan;69999;1;Windows 11 Домашняя;6;nan;nan;Ryzen 5;nan;nan;AMD Radeon Graphics;nan;60;256;8;LPDDR4x;1;алюминий;nan;nan
DNS;ASUS;HP 250 G8;nan;27999;1;не установлена;2;nan;nan;Celeron ;nan;nan;Intel UHD Graphics;nan;60;нет;4;DDR4;1;пластик;nan;nan
DNS;HP;Laptop 14 ;nan;32999;1;не установлена;2;nan;nan;Pentium ;2;nan;Intel UHD Graphics;14;60;256;4;DDR4;1;пластик;nan;nan
DNS;Acer;HP 15s;nan;32999;1;Windows 10 Домашняя;2;nan;nan;Athlon;nan;nan;AMD Radeon Graphics;nan;60;128;4;DDR4;1;пластик;nan;nan
DNS;Apple;Aspire 3;nan;68999;1;не установлена;4;nan;nan;Ryzen 5 ;nan;nan;AMD Radeon Vega 8;nan;60;512;12;DDR4;1;пластик;nan;nan
DNS;ASUS;MacBook Pro;202399;219999;1;macOS;10;nan;nan;M1 Pro;nan;nan;Apple M1 Pro 16-core;nan;120;1024;16;LPDDR5;1;алюминий;nan;nan
DNS;Lenovo;VivoBook 15 ;nan;64999;1;Windows 11 Домашняя;4;nan;nan;Core i5;nan;nan;Intel Iris Xe Graphics;nan;60;512;8;DDR4;1;пластик;nan;nan
DNS;Acer;IdeaPad 3;nan;42999;1;Windows 10 Домашняя;2;nan;nan;Core i3;3;nan;Intel UHD Graphics;nan;60;нет;8;DDR4;1;пластик;nan;nan
DNS;Acer;Aspire 3;36999;40999;1;Windows 11 Домашняя;2;nan;nan;Core i3;nan;nan;Intel UHD Graphics;nan;60;256;4;DDR4;1;пластик;nan;nan
DNS;ASUS;Aspire 7;82999;89999;1;не установлена;8;nan;nan;Ryzen 7;nan;nan;AMD Radeon Graphics;nan;60;512;16;DDR4;1;пластик;nan;nan
DNS;Lenovo;VivoBook PRO 15 ;74699;82999;1;Windows 10 Домашняя;4;nan;nan;Core i5;nan;nan;Intel Iris Xe Graphics;nan;60;256;8;DDR4;1;пластик;nan;nan
DNS;ASUS;Lenovo V15 ;nan;27999;1;не установлена;2;nan;nan;Athlon;nan;nan;AMD Radeon Graphics;nan;60;128;4;DDR4;1;пластик;nan;nan
DNS;AORUS;Laptop 15 ;nan;39999;1;не установлена;2;nan;nan;Ryzen 3 ;nan;nan;AMD Radeon Graphics;nan;60;256;8;DDR4;1;пластик;nan;nan
DNS;ASUS;AORUS 17 ;nan;159999;2;Windows 11 Домашняя;14;nan;nan;Core i7;nan;nan;Intel Iris Xe Graphics;nan;360;512;32;DDR5;1;карбон;nan;nan
DNS;ASUS;VivoBook 15 ;nan;74999;1;не установлена;4;nan;nan;Core i5;nan;nan;Intel Iris Xe Graphics;nan;60;512;16;DDR4;1;пластик;nan;nan
DNS;MSI;ZenBook PRO 15 ;93999;104499;1;Windows 10 Домашняя;4;nan;nan;Core i5;nan;nan;Intel UHD Graphics;nan;60;512;8;LPDDR4;1;алюминий;nan;2
DNS;Acer;Katana GF76 ;121499;134999;1;не установлена;14;nan;nan;Core i7;nan;nan;Intel UHD Graphics;nan;144;1000;16;DDR5;1;пластик;nan;nan
DNS;HP;TravelMate P2;nan;56999;1;Windows 10 Pro;6;nan;nan;Ryzen 5 ;nan;nan;AMD Radeon Graphics;nan;60;256;8;DDR4;1;пластик;nan;nan
DNS;Acer;HP 255 G8;nan;56299;1;Windows 10 Домашняя;4;nan;nan;Ryzen 3 ;nan;nan;AMD Radeon Graphics;nan;60;256;8;DDR4;1;пластик;nan;nan
DNS;Acer;TravelMate P2;nan;85999;3;Windows 10 Pro;4;nan;nan;Core i7;nan;nan;Intel Iris Xe Graphics;14;60;512;16;DDR4;1;пластик;nan;nan
DNS;Apple;Extensa 15;nan;48999;1;Windows 10 Домашняя;2;nan;nan;Core i3;nan;nan;Intel UHD Graphics;nan;60;256;8;DDR4;1;пластик;nan;nan
DNS;Irbis;MacBook Pro;216199;234999;1;macOS;10;nan;nan;M1 Pro;nan;nan;Apple M1 Pro 16-core;nan;120;1024;16;LPDDR5;1;алюминий;nan;nan
DNS;ASUS;Irbis ;nan;39999;1;nan;2;nan;nan;Core i3;nan;nan;Intel UHD Graphics;nan;60;128;8;LPDDR4;1;пластик;nan;nan
DNS;Lenovo;Laptop 15 ;nan;32999;1;не установлена;2;nan;nan;Pentium ;2;nan;Intel UHD Graphics;nan;60;256;8;DDR4;1;пластик;nan;nan
DNS;Acer;Lenovo V15 ;58499;64999;nan;Windows 10 Pro;4;nan;nan;Core i5;nan;nan;Intel Iris Xe Graphics;nan;60;256;8;DDR4;1;пластик;nan;nan
DNS;ASUS;Aspire 5;nan;52999;1;не установлена;4;nan;nan;Core i5;nan;nan;Intel Iris Xe Graphics;nan;60;256;8;DDR4;1;пластик;nan;nan
DNS;ASUS;ExpertBook P1 ;nan;49999;1;не установлена;4;nan;nan;Core i5;nan;nan;Intel Iris Xe Graphics;nan;60;256;8;DDR4;1;пластик;nan;nan
DNS;HP;Laptop 15 ;29699;32999;1;Windows 11 Домашняя;4;nan;nan;Pentium;nan;nan;Intel UHD Graphics;nan;60;128;4;DDR4;1;пластик;nan;nan
DNS;Acer;Laptop 15s;nan;67299;1;Windows 11 Домашняя;4;nan;nan;Pentium;nan;nan;Intel UHD Graphics 605;nan;60;256;8;DDR4;1;пластик;nan;nan
DNS;ASUS;TravelMate P2;nan;61299;1;Windows 10 Pro;2;nan;nan;Core i3;nan;nan;Intel UHD Graphics;nan;60;256;4;DDR4;1;пластик;nan;nan
DNS;Acer;Laptop 14 ;nan;39999;1;Windows 11 Домашняя;2;nan;nan;Pentium;2;nan;Intel UHD Graphics;14;60;256;8;DDR4;1;пластик;nan;nan
DNS;ASUS;Aspire 3;nan;39999;1;Windows 11 Домашняя;2;nan;nan;Ryzen 3;nan;nan;AMD Radeon Graphics;nan;60;256;4;DDR4;1;пластик;nan;nan
DNS;Apple;ZenBook 13 ;nan;59999;1;Windows 11 Домашняя;2;nan;nan;Core i3;3;nan;Intel UHD Graphics;nan;60;256;8;LPDDR4x;1;алюминий;nan;nan
DNS;ASUS;MacBook Air;nan;113999;1;macOS;8;nan;nan;M1;nan;nan;Apple M1 8-core;nan;60;512;8;DDR4;1;алюминий;nan;nan
DNS;ASUS;Laptop 15 ;nan;46799;1;не установлена;4;nan;nan;Core i5;1;nan;Intel UHD Graphics;nan;60;256;8;DDR4;1;пластик;nan;nan
DNS;ASUS;ZenBook 13 ;89999;99999;1;Windows 11 Домашняя;4;nan;nan;Core i7;nan;nan;Intel Iris Xe Graphics;nan;60;512;16;LPDDR4x;1;алюминий;nan;nan
DNS;Irbis;ZenBook Flip 13 ;83699;92999;1;Windows 11 Домашняя;4;nan;nan;Core i5;nan;nan;Intel Iris Xe Graphics;nan;60;512;16;LPDDR4x;1;алюминий;nan;nan
DNS;MSI;Irbis ;nan;19999;1;Windows 10 Домашняя;2;nan;nan;Celeron ;nan;nan;Intel HD Graphics 500;nan;60;128;4;LPDDR3;1;пластик;nan;nan
DNS;ASUS;Katana GF66 ;85499;94999;1;не установлена;10;nan;nan;Core i7;nan;nan;Intel UHD Graphics;nan;240;512;16;DDR4;1;пластик;nan;nan
DNS;ASUS;VivoBook 15 ;85499;94999;1;не установлена;2;nan;nan;Core i3;3;nan;Intel UHD Graphics;nan;60;512;8;DDR4;1;пластик;nan;nan
DNS;ASUS;VivoBook 14 ;76499;84999;1;Windows 10 Pro;4;nan;nan;Core i7;nan;nan;Intel Iris Xe Graphics;14;60;256;16;DDR4;1;пластик;nan;nan
DNS;ASUS;GAMING;nan;74999;1;не установлена;6;nan;nan;Core i5;nan;nan;Intel UHD Graphics;nan;144;512;16;DDR4;1;пластик;nan;nan
DNS;Acer;Laptop 15 ;nan;27999;1;Windows 11 Домашняя;2;nan;nan;Celeron;nan;nan;Intel UHD Graphics;nan;60;128;4;DDR4;1;пластик;nan;nan
DNS;Lenovo;Aspire 3;nan;43999;1;Windows 11 Домашняя;2;nan;nan;Ryzen 3;nan;nan;AMD Radeon Graphics;nan;60;256;8;DDR4;1;пластик;nan;nan
DNS;Acer;IdeaPad 3;nan;84999;1;Windows 11 Домашняя;4;nan;nan;Core i5;nan;nan;Intel Iris Xe Graphics;14;60;1000;16;DDR4;1;алюминий;nan;nan
DNS;Acer;TravelMate P2;nan;76999;1;Windows 10 Pro;4;nan;nan;Core i7;nan;nan;Intel Iris Xe Graphics;14;60;256;8;DDR4;1;пластик;nan;nan
DNS;ASUS;Extensa 15;nan;74799;1;Windows 10 Домашняя;4;nan;nan;Core i5;1;nan;Intel UHD Graphics;nan;60;нет;8;DDR4;1;пластик;nan;nan
DNS;ASUS;VivoBook Pro 14 ;75599;83999;1;не установлена;4;nan;nan;Core i5;nan;nan;Intel Iris Xe Graphics;14;90;512;8;DDR4;1;алюминий;nan;nan
DNS;Chuwi;VivoBook Pro 14 ;nan;74999;1;не установлена;4;nan;nan;Core i7;nan;nan;Intel Iris Xe Graphics;14;60;512;16;DDR4;1;пластик;nan;nan
DNS;HUAWEI;CoreBook X 14;34049;36999;1;Windows 11 Домашняя;2;nan;nan;Core i3;nan;nan;Intel UHD Graphics;14;60;512;8;DDR4;1;алюминий/пластик;nan;nan
DNS;Acer;MateBook 14S ;68999;74999;1;Windows 11 Домашняя;6;nan;nan;Ryzen 5 ;nan;nan;AMD Radeon Graphics;14;60;512;16;DDR4;1;алюминий;nan;nan
DNS;Dell;TravelMate P2;nan;72999;1;Windows 10 Pro;2;nan;nan;Pentium ;nan;nan;Intel UHD Graphics;14;60;256;8;DDR4;1;пластик;nan;nan
DNS;ASUS;Vostro ;nan;71999;1;не установлена;4;nan;nan;Core i7;nan;nan;Intel Iris Xe Graphics;nan;60;512;8;LPDDR4x;1;пластик;nan;nan
DNS;Acer;VivoBook 15 ;nan;64999;1;Windows 11 Домашняя;4;nan;nan;Core i5;nan;nan;Intel Iris Xe Graphics;nan;60;512;8;DDR4;1;пластик;nan;nan
DNS;ASUS;Aspire 3;nan;64999;1;Linux;4;nan;nan;Ryzen 7;nan;nan;AMD Radeon RX Vega 10;nan;60;256;8;DDR4;1;пластик;nan;nan
DNS;Dell;VivoBook Flip 14 ;nan;62999;1;Windows 11 Домашняя;4;nan;nan;Core i5;nan;nan;Intel Iris Xe Graphics;14;60;512;8;LPDDR4x;1;пластик;nan;nan
DNS;ASUS;Vostro ;nan;64999;1;Linux;4;nan;nan;Core i5;nan;nan;Intel Iris Xe Graphics;14;60;512;8;DDR4;1;пластик;nan;nan
DNS;Dell;GAMING;nan;84999;1;не установлена;6;nan;nan;Core i5;nan;nan;Intel UHD Graphics;nan;144;512;16;DDR4;1;пластик;nan;nan
DNS;ASUS;Vostro ;nan;54999;1;не установлена;4;nan;nan;Core i5;nan;nan;Intel Iris Xe Graphics;14;60;256;8;DDR4;1;пластик;nan;nan
DNS;Lenovo;VivoBook 14 ;46799;51999;1;не установлена;4;nan;nan;Core i5;nan;nan;Intel UHD Graphics;14;60;256;8;DDR4;1;пластик;nan;nan
DNS;Acer;IdeaPad 3;43199;47999;1;не установлена;6;nan;nan;Ryzen 5 ;nan;nan;AMD Radeon Graphics;nan;60;нет;8;DDR4;1;пластик;nan;nan
DNS;ASUS;Extensa 15;nan;46999;1;Windows 10 Домашняя;2;nan;nan;Ryzen 3 ;nan;nan;AMD Radeon Graphics;nan;60;256;8;DDR4;1;пластик;nan;nan
DNS;ASUS;VivoBook X4;nan;41999;1;Windows 11 Домашняя;2;nan;nan;Core i3;3;nan;Intel UHD Graphics;14;60;256;4;DDR4;1;пластик;nan;nan
DNS;ASUS;ZenBook 13 ;nan;75799;1;Windows 11 Домашняя;2;nan;nan;Core i3;3;nan;Intel UHD Graphics;nan;60;256;8;LPDDR4x;1;алюминий;nan;nan
DNS;Apple;ZenBook Flip 13 ;67499;74999;1;Windows 11 Домашняя;4;nan;nan;Core i5;nan;nan;Intel Iris Xe Graphics;nan;60;512;8;LPDDR4x;1;алюминий;nan;nan
DNS;Apple;MacBook Pro;102999;111999;1;macOS;8;nan;nan;M2;nan;nan;Apple M2 10-core;nan;60;256;8;DDR4;1;алюминий;nan;nan
DNS;Apple;MacBook Pro;114099;123999;1;macOS;8;nan;nan;M1;nan;nan;Apple M1 8-core;nan;60;256;8;DDR4;1;алюминий;nan;nan
DNS;Apple;MacBook Pro;nan;123999;1;macOS;8;nan;nan;M1;nan;nan;Apple M1 8-core;nan;60;256;8;DDR4;1;алюминий;nan;nan
DNS;Apple;MacBook Pro;114099;123999;1;macOS;8;nan;nan;M1;nan;nan;Apple M1 8-core;nan;60;256;8;DDR4;1;алюминий;nan;nan
DNS;MSI;MacBook Pro;119599;129999;1;macOS;8;nan;nan;M1;nan;nan;Apple M1 8-core;nan;60;512;8;DDR4;1;алюминий;nan;nan
DNS;Acer;Summit E13 ;107999;119999;1;Windows 11 Pro;14;nan;nan;Core i7;nan;nan;Intel Iris Xe Graphics;nan;165;512;16;LPDDR5;1;алюминий;nan;nan
