Brand,Series,PriceNow,PriceOriginal,Guarantee_year,OS,CoresNumber,Processor,ProcessorType,ProcessorModel,ProcessorFrequency_GHz,GpuManufacturer,GpuController,ScreenSize_inch,ScreenFrequency_GHz,SSDSize_GGb,RAM_GGb,RAM_type,HDMI,Material,Battery_hour,Weight_kg
Acer,Extensa,59299.0,59299,1,не установлена,2.0,,,,,AMD,Radeon Vega 3,15.6,,256.0,8.0,DDR4,1.0,пластик,9,1.9
Dell,Vostro 15,61999.0,68899,1,Linux,4.0,,,,,AMD,Radeon RX Vega 8,15.6,60,256.0,8.0,DDR4,1.0,пластик,5,1.7
Lenovo,V14,77999.0,77999,1,Windows 10 Pro,2.0,,,,,Intel,UHD Graphics,14,,256.0,4.0,DDR4,1.0,пластик,6,1.6
Lenovo,IdeaPad 3 15ITL6,41999.0,41999,1,не установлена,2.0,,,,,Intel,Intel UHD Graphics,15.6,60,256.0,8.0,DDR4,1.0,пластик,6,3.6
HP,OMEN,258699.0,258699,1,Windows 10 Домашняя 64,8.0,Intel,Core i7,11800H,2.3,NVIDIA,GeForce RTX 3070 8GB,17.3,144,1000.0,16.0,DDR4,1.0,алюминий/ поликарбонат,6,2.78
Acer,,53999.0,63999,1,,4.0,,,,,Intel,Intel Iris Plus Graphics,15.6,60,512.0,8.0,DDR4,1.0,пластик,8,1.9
Acer,Aspire 3,45999.0,45999,1,не установлена,2.0,,,,,Intel,Intel UHD Graphics,15.6,60,512.0,8.0,DDR4,1.0,пластик,7,1.9
MSI,Summit E16 FLIP,179199.0,179199,2,Windows 10 Pro,4.0,,,,,Intel,Intel Iris Xe Graphics,16,,512.0,16.0,DDR4,,алюминиевый сплав,11,2
HP,17-cp,68999.0,68999,1,Windows 11 Домашняя,6.0,,,,,AMD,Radeon Graphics,15.6,60,512.0,8.0,DDR4,1.0,пластик,7,2.07
Lenovo,V15 G2 ALC,57999.0,57999,1,не установлена,8.0,,,,,AMD,Radeon Graphics,15.6,60,512.0,8.0,DDR4,1.0,пластик,8,1.7
ASUS,TUF Dash F15,146399.0,146399,1,не установлена,10.0,Intel,Core i7,12650H,2.3,NVIDIA,GeForce RTX 3060 6GB,15.6,144,512.0,16.0,DDR5,1.0,алюминиевый сплав/ пластик,12,2
ASUS,TUF Gaming A15,77999.0,77999,1,не установлена,6.0,AMD,Ryzen 5,4600H,3,NVIDIA,GeForce GTX 1650 4GB,15.6,144,512.0,16.0,DDR4,1.0,пластик,4,2.3
HUAWEI,,84990.0,84990,1,Windows 10 Pro,4.0,,,,,Intel,Intel UHD Graphics,14,60,512.0,8.0,DDR4,1.0,пластик,9,1.38
Apple,,260990.0,260990,1,macOS Monterey,10.0,,,,,,интегрированная,,60,1000.0,16.0,,,алюминий,,2.15
Apple,,179990.0,179990,1,macOS Monterey,10.0,,,,,,интегрированная,,60,512.0,16.0,,,алюминий,,1.61
Apple,,195990.0,195990,1,macOS Monterey,10.0,,,,,,интегрированная,,60,512.0,16.0,,,алюминий,,1.61
Apple,,159990.0,159990,1,macOS Monterey,8.0,,,,,,интегрированная,,60,512.0,8.0,,,алюминий,,1.24
MSI,,168190.0,168190,1,DOS,8.0,,,,,AMD,AMD Radeon,15.6,240,1024.0,,DDR4,1.0,пластик,6,1.96
Apple,,91490.0,91490,1,macOS,8.0,,,,,,интегрированная,,60,256.0,8.0,,,алюминий,,1.4
Haier,,17990.0,17990,1,не установлена,2.0,,,,,Intel,Intel HD Graphics,15.6,60,,4.0,LPDDR4,1.0,пластик,,1.6
Apple,,131990.0,131990,1,macOS,8.0,,,,,Apple,интегрированная,,,2097152.0,8.0,,,алюминий,Да,1.24
Apple,,219990.0,219990,1,macOS Monterey,10.0,,,,,,интегрированная,,60,1000.0,16.0,,,алюминий,,1.61
HUAWEI,,114190.0,114190,1,Windows 10 Pro,4.0,,,,,Intel,Intel Iris Xe Graphics,14,60,128.0,8.0,DDR4,1.0,пластик,11,1.49
Apple,MacBook Air 13 Late 2020 (MGN93LL/A),89990.0,89990,1,macOS,8.0,,,,,Apple,встроенный,,,65536.0,8.0,DDR4,,алюминий,18,1.29
Apple,,89990.0,89990,1,macOS,8.0,,,,,,интегрированный,,60,65536.0,8.0,,,алюминий,18,1.29
ASUS,,48990.0,48990,1,Windows 11,6.0,,,,,,Intel UHD Graphics,,,256.0,4.0,,1.0,,,1.45
Apple,,249990.0,249990,1,macOS,10.0,,,,,,,,,262144.0,16.0,DDR5,,алюминий,21,2.15
Acer,,47990.0,47990,1,не установлена,2.0,,,,,,Intel UHD Graphics,,,512.0,8.0,DDR4,1.0,алюминий/ пластик,Да,1.7
ASUS,VivoBook 15 OLED,66590.0,66590,1,Windows 11 Домашняя,4.0,,,,,Intel,Intel Iris Xe Graphics,15.6,60,512.0,8.0,DDR4,1.0,пластик,6,1.8
Apple,,128990.0,128990,1,macOS Monterey,8.0,,,,,,интегрированная,,60,256.0,8.0,,,алюминий,,1.24
ASUS,,64990.0,64990,1,DOS,4.0,,,,,Intel,Intel UHD Graphics,15.6,60,256.0,,DDR4,1.0,,5,1.8
Lenovo,Lenovo IP3,37790.0,37790,1,не установлена,2.0,,,,,Intel,Intel UHD Graphics,15.6,60,256.0,4.0,DDR4,1.0,пластик,5.5,1.65
realme,Realme CloudPro002,79990.0,79990,1,Windows 11 Домашняя,4.0,,,,,Intel,Intel Iris Xe graphics,14,60,512.0,16.0,LPDDR4,,пластик/ алюминий,11,1.38
Apple,Apple MacBook Air,103990.0,103990,1,macOS,8.0,,,,,Apple,Apple M2 GPU (интегрированный),,60,65536.0,8.0,,,алюминий,18,1.24
Apple,,127990.0,127990,1,macOS,8.0,,,,,Apple,Apple M2 (интегрированный),,60,262144.0,8.0,Apple M2,,алюминий,18,1.24
HP,15-DB1240UR (22N10EA) Grey,60290.0,60290,1,не установлена,2.0,,,,,AMD,Radeon Graphics,15.6,,256.0,4.0,DDR4,1.0,пластик,7,1.8
ASUS,,85190.0,85190,1,Windows 11 Домашняя,8.0,,,,,,Radeon Graphics,,90,512.0,16.0,,1.0,пластик,,1.4
Apple,,109990.0,109990,1,macOS,8.0,,,,,Apple,интегрированная,,,524288.0,8.0,,,алюминий,Да,1.24
Apple,,243990.0,243990,1,macOS Monterey,10.0,,,,,,интегрированная,,60,512.0,16.0,,,алюминий,,2.15
HP,HP 15s-fq2011ur 2X1R7EA,61490.0,61490,1,не установлена,4.0,,,,,Intel,Intel Iris Xe Graphics,15.6,60,512.0,8.0,DDR4,1.0,пластик,7,1.69
Apple,,83990.0,83990,1,macOS,8.0,,,,,,интегрированная,,60,256.0,8.0,,,алюминий,,1.4
Maibenben,X558 156 X558FSGCLGRE0 серый,91990.0,91990,1,Linux,8.0,,,,,,GeForce RTX 3060,,,1024000.0,16.0,DDR4,1.0,пластик,Да,1.96
Acer,,28990.0,28990,1,Eshell,2.0,,,,,AMD,AMD Radeon,15.6,60,128.0,4.0,DDR4,1.0,пластик,6,1.9
Lenovo,Lenovo IP3,79990.0,79990,1,не установлена,4.0,,,,,NVIDIA,GeForce MX450 2ГБ,15.6,60,128.0,8.0,DDR4,1.0,пластик,5.5,1.65
Lenovo,Lenovo IdeaPad 3,39990.0,39990,1,не установлена,2.0,,,,,Intel,Intel UHD Graphics,15.6,60,1000.0,4.0,DDR4,1.0,пластик,6.5,2.2
Acer,ACER A315-56-33Z3,46990.0,46990,1,не установлена,2.0,,,,,Intel,Intel UHD Graphics,15.6,60,512.0,8.0,DDR4,1.0,ABS-пластик,8,1.9
Lenovo,V15 G2 ALC 82KD0031RU черный,39990.0,39990,1,не установлена,4.0,,,,,,Radeon Graphics,15.6,90,,4.0,DDR4,1.0,пластик,7,1.7
ASUS,,88190.0,88190,1,Windows 11 Домашняя,4.0,,,,,,Intel Iris Xe Graphics,,90,512.0,8.0,,1.0,алюминиевый сплав,Да,1.4
Apple,,109990.0,109990,1,macOS,8.0,,,,,Apple,0,,60,524288.0,8.0,,,алюминий,Да,1.24
HUAWEI,,79190.0,79190,1,Windows 10 Pro,2.0,,,,,Intel,Intel Iris Xe Graphics,15.6,,512.0,8.0,DDR4,1.0,металл,5,1.56
