Brand;Series;PriceNow;PriceOriginal;Guarantee_year;OS;CoresNumber;Processor;ProcessorType;ProcessorModel;ProcessorFrequency_GHz;GpuManufacturer;GpuController;ScreenSize_inch;ScreenFrequency_GHz;SsdSize_GGb;RAM_GGb;RAM_type;HDMI;Material;Battery_hour;Weight_kg
Acer;Aspire 7;62999;66 999;1;не установлена;6;nan;nan;AMD Ryzen 5 5500U;2.1;nan;AMD Radeon Graphics;15.6;60;512;8;DDR4;1;пластик;nan;2.15
Acer;Aspire 7;64999;68 499;1;не установлена;8;nan;nan;AMD Ryzen 7 5700U;1.8;nan;AMD Radeon Graphics;15.6;60;512;8;DDR4;1;пластик;nan;2.15
Acer;Aspire 7;81999;87 999;1;не установлена;8;nan;nan;AMD Ryzen 7 5700U;1.8;nan;AMD Radeon Graphics;15.6;60;1000;16;DDR4;1;пластик;nan;2.15
Acer;Extensa 15;nan;56 999 ?;1;не установлена;4;nan;nan;Intel Core i7-1165G7;2.8;nan;Intel Iris Xe Graphics;15.6;60;512;8;DDR4;1;пластик;nan;1.7
Aquarius;Nitro 5;nan;116 999 ?;1;не установлена;8;nan;nan;Intel Core i7-11800H;2.3;nan;Intel UHD Graphics;15.6;144;512;16;DDR4;1;пластик;nan;2.3
Dell;Aquarius ;nan;79 999 ?;1;не установлена;4;nan;nan;Intel Core i5-10210U;1.6;nan;Intel UHD Graphics;15.6;60;512;8;DDR4;1;пластик;nan;1.8
Digma;G15 ;89999;99 999;1;не установлена;8;nan;nan;AMD Ryzen 7 5800H;3.2;nan;AMD Radeon Graphics;15.6;165;512;16;DDR4;1;пластик;nan;2.57
Digma;Digma Pro ;nan;49 999 ?;1;Windows 11 Pro;4;nan;nan;Intel Core i5-1135G7;2.4;nan;Intel Iris Xe Graphics;15.6;60;512;16;DDR4;1;пластик;nan;1.82
Digma;Digma Pro ;nan;36 999 ?;1;Windows 11 Pro;2;nan;nan;Intel Core i3-1115G4;3;nan;Intel UHD Graphics;15.6;60;256;8;DDR4;1;пластик;nan;1.82
Infinix;Digma Pro ;nan;36 999 ?;1;Windows 11 Pro;2;nan;nan;Intel Core i3-1115G4;3;nan;Intel UHD Graphics;15.6;60;256;8;DDR4;1;пластик;nan;1.82
Infinix;InBook X2 ;52999;57 999;2;Windows 11 Домашняя;4;nan;nan;Intel Core i5-1155G7;2.5;nan;Intel Iris Xe Graphics;15.6;60;512;16;LPDDR4x;1;алюминий;nan;1.6
Infinix;InBook X2 ;46999;50 999;2;Windows 11 Домашняя;4;nan;nan;Intel Core i5-1155G7;2.5;nan;Intel Iris Xe Graphics;15.6;60;512;8;LPDDR4x;1;алюминий;nan;1.6
Infinix;InBook X2 ;46999;50 999;2;Windows 11 Домашняя;4;nan;nan;Intel Core i5-1155G7;2.5;nan;Intel Iris Xe Graphics;15.6;60;512;8;LPDDR4x;1;алюминий;nan;1.6
Infinix;InBook X2 ;nan;64 999 ?;2;Windows 11 Домашняя;4;nan;nan;Intel Core i7-1195G7;2.9;nan;Intel Iris Xe Graphics;15.6;60;512;16;LPDDR4x;1;алюминий;nan;1.6
Irbis;InBook X2 ;52999;57 999;2;Windows 11 Домашняя;4;nan;nan;Intel Core i5-1155G7;2.5;nan;Intel Iris Xe Graphics;15.6;60;512;16;LPDDR4x;1;алюминий;nan;1.6
Lenovo;Irbis ;nan;21 999 ?;1;Windows 10 Домашняя;2;nan;nan;Intel Celeron N4020;1.1;nan;Intel UHD Graphics 600;15.6;60;нет;4;LPDDR4;1;пластик;nan;1.7
Lenovo;IdeaPad 3;nan;78 299 ?;1;не установлена;8;nan;nan;AMD Ryzen 7 5700U;1.8;nan;AMD Radeon Graphics;15.6;60;512;16;DDR4;1;пластик;nan;1.65
Lenovo;IdeaPad 3;nan;57 999 ?;1;не установлена;4;nan;nan;Intel Core i7-1165G7;2.8;nan;Intel Iris Xe Graphics;15.6;60;нет;8;DDR4;1;пластик;nan;1.7
Lenovo;IdeaPad 3;nan;56 299 ?;1;не установлена;2;nan;nan;Intel Core i3-1115G4;3;nan;Intel UHD Graphics;15.6;60;256;4;DDR4;1;пластик;nan;2.2
Lenovo;IdeaPad 3;nan;59 999 ?;1;не установлена;8;nan;nan;AMD Ryzen 7 5700U;1.8;nan;AMD Radeon Graphics;15.6;60;512;16;DDR4;1;пластик;nan;1.7
Lenovo;Legion 5 ;nan;87 999 ?;2;не установлена;6;nan;nan;Intel Core i7-10750H;2.6;nan;Intel UHD Graphics;15.6;165;512;16;DDR4;1;пластик;nan;2.3
Lenovo;Legion 5 ;nan;88 999 ?;2;Windows 11 Домашняя;6;nan;nan;Core i5;2.5;nan;Intel UHD Graphics;15.6;165;512;16;DDR4;1;пластик;nan;2.3
Lenovo;ThinkBook 15;nan;115 999 ?;1;Windows 11 Pro;4;nan;nan;Intel Core i7-1165G7;2.8;nan;Intel Iris Xe Graphics;15.6;60;256;8;DDR4;1;пластик;nan;1.7
Lenovo;ThinkBook 15;nan;49 999 ?;1;не установлена;4;nan;nan;AMD Ryzen 3 5300U;2.6;nan;AMD Radeon Graphics;15.6;60;512;8;DDR4;1;пластик;nan;1.7
MSI;Lenovo V15 ;nan;70 999 ?;1;не установлена;4;nan;nan;Intel Core i5-1135G7;2.4;nan;Intel Iris Xe Graphics;15.6;60;256;8;DDR4;1;пластик;nan;1.7
MSI;Katana GF66 ;96299;106 999;1;Windows 11 Домашняя;10;nan;nan;Core i7;nan;nan;Intel UHD Graphics;15.6;nan;512;16;DDR4;1;пластик;nan;2.25
MSI;Katana GF66 ;77399;85 999;1;не установлена;8;nan;nan;Intel Core i5-12450H;nan;nan;Intel UHD Graphics;15.6;nan;512;16;DDR4;1;пластик;nan;2.25
MSI;Modern 15 ;53499;62 999;1;не установлена;10;nan;nan;Intel Core i7-1255U;nan;nan;Intel Iris Xe Graphics;15.6;60;512;16;DDR4;1;пластик;nan;1.7
MSI;Pulse GL66 ;111599;123 999;1;Windows 11 Домашняя;14;nan;nan;Intel Core i7-12700H;2.3;nan;Intel UHD Graphics;15.6;nan;512;16;DDR4;1;пластик;nan;2.25
MSI;Pulse GL66 ;118299;131 499;1;Windows 11 Домашняя;12;nan;nan;Core i7;1.7;nan;Intel UHD Graphics;15.6;144;512;16;DDR4;1;пластик;nan;2.25
Xiaomi;Pulse GL66 ;135999;159 999;1;Windows 11 Домашняя;14;nan;nan;Core i7;3.5;nan;Intel UHD Graphics;15.6;240;1000;16;DDR5;1;алюминий;nan;2.38
Xiaomi;Pro RedmiBook;102599;113 999;1;Windows 10 Домашняя;8;nan;nan;Intel Core i5-12450H;3.3;nan;Intel Iris Xe Graphics;15.6;90;512;16;LPDDR5;1;алюминий/пластик;nan;1.79
Xiaomi;RedmiBook 15;nan;39 999 ?;1;Windows 11 Домашняя;2;nan;nan;Intel Core i3-1115G4;3;nan;Intel UHD Graphics;15.6;60;256;8;DDR4;1;пластик;nan;1.8
MSI;RedmiBook 15;nan;49 999 ?;1;Windows 11 Домашняя;4;nan;nan;Intel Core i5-11320H;2.5;nan;Intel Iris Xe Graphics;15.6;60;512;8;DDR4;1;пластик;nan;1.8
ASUS;Modern 15 ;35699;41 999;1;не установлена;6;nan;nan;Intel Core i3-1215U;nan;nan;Intel UHD Graphics;15.6;60;256;8;DDR4;1;пластик;nan;1.7
Lenovo;VivoBook S16;nan;82 999 ?;1;не установлена;8;nan;nan;AMD Ryzen 7 5800H;3.2;nan;AMD Radeon Graphics;16;120;512;16;LPDDR4x;1;алюминий;nan;1.9
Lenovo;Legion 5 ;nan;149 999 ?;2;не установлена;8;nan;nan;AMD Ryzen 7 5800H;3.2;nan;AMD Radeon Graphics;16;165;1000;16;DDR4;1;алюминий;nan;2.45
AORUS;Legion 5 ;nan;136 999 ?;1;не установлена;8;nan;nan;Intel Core i7-11800H;2.3;nan;Intel UHD Graphics;16;165;512;16;DDR4;1;алюминий;nan;2.3
ASUS;AORUS 17;nan;154 999 ?;2;не установлена;14;nan;nan;Intel Core i7-12700H;2.3;nan;Intel Iris Xe Graphics;17.3;360;512;32;DDR5;1;карбон;nan;2.7
ASUS;GAMING;nan;104 999 ?;1;Windows 11 Домашняя;8;nan;nan;Ryzen 7;2.9;nan;AMD Radeon Graphics;17.3;144;512;16;DDR4;1;пластик;nan;2.4
ASUS;GAMING;nan;134 999 ?;1;Windows 11 Домашняя;8;nan;nan;Ryzen 7;3.2;nan;AMD Radeon Graphics;17.3;144;1000;16;DDR4;1;пластик;nan;2.6
ASUS;GAMING;nan;94 999 ?;1;Windows 10 Домашняя;6;nan;nan;Intel Core i5-11400H;2.7;nan;Intel UHD Graphics;17.3;144;512;8;DDR4;1;пластик;nan;2.6
ASUS;VivoBook 17 ;nan;44 999 ?;1;не установлена;2;nan;nan;AMD Ryzen 3 3250U;2.6;nan;AMD Radeon Graphics;17.3;60;256;8;DDR4;1;пластик;nan;2.3
ASUS;VivoBook 17 ;nan;49 999 ?;1;Windows 11 Домашняя;2;nan;nan;Core i3;3;nan;Intel UHD Graphics;17.3;60;256;8;DDR4;1;пластик;nan;2.3
ASUS;VivoBook 17 ;nan;44 999 ?;1;Windows 11 Домашняя;2;nan;nan;Core i3;1.2;nan;Intel UHD Graphics;17.3;60;256;8;DDR4;1;пластик;nan;2.3
MSI;VivoBook D7;nan;47 999 ?;1;Windows 10 Домашняя;2;nan;nan;AMD Ryzen 3 3250U;2.6;nan;AMD Radeon Graphics;17.3;60;256;8;DDR4;1;пластик;nan;2.3
MSI;Creator Z17 ;nan;236 999 ?;1;Windows 11 Pro;14;nan;nan;Intel Core i7-12700H;nan;nan;Intel UHD Graphics;17.3;165;1000;32;DDR5;1;алюминий;nan;2.49
MSI;GE77 ;115599;128 499;1;не установлена;14;nan;nan;Intel Core i7-12700H;nan;nan;Intel Iris Xe Graphics;17.3;144;512;16;DDR4;1;пластик;nan;2.66
MSI;Katana GF76 ;89999;99 999;1;не установлена;10;nan;nan;Intel Core i7-12650H;nan;nan;Intel UHD Graphics;17.3;144;512;16;DDR4;1;пластик;nan;2.6
MSI;Katana GF76 ;134999;149 999;1;Windows 11 Домашняя;14;nan;nan;Core i7;nan;nan;Intel UHD Graphics;17.3;144;1000;16;DDR5;1;пластик;nan;2.6
MSI;Stealth 17M ;125099;138 999;1;Windows 11 Домашняя;12;nan;nan;Core i5;nan;nan;Intel Iris Xe Graphics;17.3;144;512;16;DDR4;1;пластик;nan;2.2
